word,valence,arousal,dominance,n_collapsed
awkward,2.95,4.55,4.25,1
awkwardness,3.86,4.65,4.13,1
awning,5.79,2.9,5.29,1
axe,3.48,5.64,5.55,1
axis,4.19,3.92,5.59,1
axle,4.67,2.45,5.3,1
babble,4.55,4.0,4.74,1
babe,6.86,4.25,6.79,1
baboon,5.55,5.11,4.96,1
baby,6.67,4.97,4.94,1
babysit,4.74,3.67,5.74,1
babysitter,6.55,3.48,5.68,1
Bacardi,5.68,4.36,5.79,1
bachelor,5.58,4.14,5.13,1
bachelorette,5.52,4.09,4.89,1
backboard,4.7,3.41,5.47,1
backbone,5.16,4.05,6.4,1
backdoor,4.86,3.85,5.43,1
backdrop,5.45,2.7,5.27,1
backer,4.73,3.53,5.62,1
backfire,3.0,4.79,3.5,1
backgammon,5.6,2.06,4.83,1
background,5.05,3.67,5.57,1
backhand,3.5,4.61,4.9,1
backpack,6.05,3.68,6.5,1
backroom,4.6,3.5,5.08,1
backseat,4.84,3.32,3.9,1
backside,4.58,3.68,5.22,1
backtrack,4.26,3.15,5.3,1
backup,5.85,3.45,5.85,1
backwater,4.33,3.84,5.0,1
backwoods,5.0,2.57,5.21,1
backyard,6.1,3.88,6.79,1
bacon,7.52,4.16,6.11,1
bacteria,3.3,4.24,3.44,1
bacterial,3.68,5.0,3.6,1
bad,3.24,4.86,3.56,1
badass,6.14,6.68,6.0,1
badge,5.24,4.4,5.75,1
badger,4.63,4.35,4.58,1
badness,3.55,4.38,4.08,1
bag,5.05,3.43,5.62,1
bagel,6.32,3.6,5.17,1
baggage,4.5,4.0,5.95,1
baggie,5.43,3.55,5.33,1
baggy,4.45,4.05,5.21,1
bagman,4.7,2.7,3.86,1
bail,3.79,3.91,4.0,1
bailiff,3.95,4.33,4.86,1
bait,4.0,3.5,5.95,1
bake,7.2,5.0,6.83,1
bakery,6.79,3.86,5.74,1
balance,6.84,4.13,5.47,1
balcony,6.11,4.0,5.09,1
bald,2.95,3.545,4.075,1
baldy,3.95,2.7,5.22,1
bale,4.9,2.78,4.91,1
ball,6.14,3.48,5.47,1
ballad,6.33,3.6,6.32,1
ballast,4.67,4.06,4.86,1
ballerina,6.79,3.73,5.59,1
ballet,6.86,3.72,5.62,1
ballgame,7.0,4.65,5.26,1
ballistic,4.525,4.835,4.505,1
balloon,6.84,3.9,5.45,1
ballot,5.29,4.15,5.45,1
ballpark,5.44,3.85,5.16,1
ballplayer,5.26,4.09,6.24,1
ballpoint,5.1,2.46,5.26,1
ballroom,5.75,4.27,5.67,1
ballsy,4.9,5.29,5.88,1
balm,6.24,3.36,5.58,1
balmy,5.23,4.23,5.47,1
bam,5.05,3.96,4.9,1
bamboo,6.33,3.2,5.6,1
ban,3.38,5.2,5.86,1
banana,6.71,3.21,6.05,1
band,6.44,4.52,5.56,1
bandage,3.63,3.64,4.4,1
bandanna,5.26,3.15,5.42,1
bandit,3.88,5.18,4.77,1
bandstand,5.81,3.54,5.25,1
bandwagon,3.95,3.95,5.25,1
bandwidth,5.32,3.43,4.91,1
bane,3.9,3.95,3.5,1
bang,5.1,6.09,4.89,1
banger,4.05,3.33,5.45,1
banish,3.85,4.71,4.64,1
banister,5.42,2.55,5.83,1
banjo,6.35,3.53,5.09,1
bank,6.0,4.19,4.78,1
banker,4.89,3.38,5.32,1
banking,5.47,4.24,4.74,1
bankroll,6.05,4.95,5.58,1
bankrupt,2.21,5.49,3.41,1
bankruptcy,2.52,5.39,3.31,1
banner,5.17,3.55,5.17,1
banquet,6.11,4.57,5.0,1
banshee,3.58,5.09,4.15,1
banter,5.48,3.5,5.27,1
banzai,5.65,4.73,5.71,1
baptism,6.62,3.96,5.23,1
baptize,5.59,3.32,6.57,1
bar,5.0,4.53,5.48,1
barbarian,3.14,6.26,3.67,1
barbaric,3.43,5.6,4.31,1
barbecue,7.1,5.55,5.59,1
barbed,3.75,5.1,4.58,1
barber,4.89,3.18,5.91,1
barbershop,5.37,3.18,5.82,1
barbie doll,5.23,3.96,5.58,1
bard,4.45,2.94,5.32,1
bare,5.5,4.65,5.58,1
barefoot,6.91,4.33,6.82,1
barf,2.32,5.0,3.71,1
bargain,7.63,5.48,6.11,1
bargaining,5.37,4.14,6.37,1
barge,5.44,3.15,4.52,1
baritone,6.05,4.0,4.74,1
barium,4.9,2.91,4.85,1
bark,4.86,3.4,4.82,1
barkeep,5.7,3.71,5.54,1
barley,4.95,3.62,5.79,1
barmaid,4.85,4.6,4.59,1
barman,5.28,4.95,4.74,1
barn,6.16,3.57,5.65,1
barnacle,5.27,3.52,3.68,1
barnyard,5.65,2.55,5.15,1
barometer,5.0,2.88,3.82,1
baron,3.9,3.88,4.95,1
baroness,4.75,4.36,5.53,1
barracuda,4.85,5.16,3.47,1
barrage,4.24,3.96,4.64,1
barrel,4.92,3.43,4.94,1
barren,3.79,3.59,3.7,1
barricade,4.32,4.23,4.77,1
barrier,4.47,4.7,4.88,1
barrister,4.95,3.18,4.96,1
barroom,4.9,4.65,4.71,1
bartender,5.63,4.95,6.15,1
barter,5.64,4.74,6.45,1
base,5.68,3.1,6.37,1
baseball,5.79,3.15,6.05,1
baseball bat,5.75,3.39,5.86,1
baseline,5.4,2.52,5.16,1
baseman,5.19,3.95,5.05,1
basement,4.81,3.33,5.26,1
bash,3.68,5.14,4.46,1
bashful,5.55,4.36,4.74,1
basic,5.68,3.045,5.8,1
basil,6.43,3.82,5.36,1
basin,5.47,2.77,4.75,1
basis,5.42,2.68,5.18,1
bask,6.37,3.86,6.17,1
basket,5.66,2.48,5.3,1
basketball,5.67,4.35,5.05,1
bass,5.23,4.87,5.89,1
bass guitar,6.27,4.88,6.43,1
bastard,3.31,5.1,2.59,1
bat,4.81,4.57,4.29,1
batch,5.57,3.29,5.43,1
bath,6.57,3.24,6.785,1
bathe,7.5,3.15,6.5,1
bathhouse,5.32,4.0,5.68,1
bathrobe,6.48,4.05,5.47,1
bathroom,5.26,2.86,5.25,1
bathtub,6.26,3.63,5.91,1
baton,4.63,3.64,5.38,1
battalion,5.14,4.76,4.77,1
batter,3.646666666666667,4.126666666666666,4.526666666666666,1
battery,4.26,3.95,4.35,1
battle,3.52,6.25,5.63,1
battlefield,3.89,6.48,4.05,1
battleground,4.09,5.76,4.09,1
battlements,3.7,4.52,5.14,1
battleship,4.43,3.41,5.3,1
batty,4.44,4.05,4.21,1
bauble,5.71,3.83,4.67,1
bawl,3.58,4.86,4.14,1
bay,7.23,3.26,4.86,1
bayonet,4.68,4.45,5.17,1
bayou,6.2,3.81,5.44,1
bazaar,6.42,5.9,5.48,1
bazooka,5.37,6.1,4.04,1
beach,7.21,5.1,5.7,1
beacon,5.18,4.52,5.32,1
bead,6.05,3.4,3.91,1
beady,4.58,3.73,4.73,1
beak,4.9,2.81,4.28,1
beaker,5.5,3.79,6.0,1
beam,5.74,3.59,6.54,1
bean,6.0,2.95,5.6,1
beanbag,5.88,3.0,6.17,1
beanie,5.58,3.58,5.36,1
bear,6.33,4.2,3.685,1
bearable,5.72,3.57,5.47,1
beard,5.09,3.18,5.42,1
bearded,5.67,5.53,6.06,1
bearer,4.95,4.7,5.67,1
bearings,5.43,3.29,5.32,1
bearskin,4.25,3.95,5.6,1
beast,4.42,5.83,4.08,1
beastly,4.19,6.22,4.38,1
beat,4.38,5.52,5.59,1
beater,3.06,4.22,4.84,1
beatnik,3.89,4.21,4.61,1
beautiful,7.61,5.71,6.17,1
beauty,7.58,4.89,5.6,1
beaver,5.0,4.05,5.15,1
bebop,6.26,3.95,5.25,1
bed,6.105,3.325,6.365,1
bedpan,2.74,5.05,4.0,1
bedroom,7.0,4.9,6.84,1
bedside,5.89,2.96,5.93,1
bedspread,6.05,2.7,6.0,1
bedtime,6.57,3.76,7.05,1
bee,4.41,5.59,4.76,1
beef,6.11,4.37,6.32,1
beefsteak,5.53,4.05,5.61,1
beehive,4.26,5.39,4.47,1
beep,5.11,3.82,4.74,1
beeper,4.9,3.16,4.18,1
beer,5.67,4.3,5.33,1
beeswax,5.15,3.62,5.53,1
beetle,4.2,4.45,5.93,1
befall,3.91,4.24,4.27,1
befriend,7.14,4.25,6.32,1
beg,3.72,4.65,3.17,1
beggar,2.92,4.29,4.16,1
begin,6.415,2.925,5.72,1
beginner,5.15,3.5,4.79,1
begrudge,3.95,4.47,5.33,1
behave,6.25,3.72,7.05,1
behavior,5.28,4.27,5.88,1
behavioral,5.1,4.1,5.96,1
behold,6.48,3.88,6.59,1
beholden,5.05,3.24,4.84,1
beige,5.26,2.6,5.05,1
belated,4.21,3.19,5.32,1
belay,5.5,3.43,4.72,1
belch,4.18,4.77,4.75,1
belief,6.14,3.95,7.18,1
believable,6.89,4.05,5.3,1
believe,7.05,3.33,6.56,1
believer,5.64,4.1,6.4,1
belittle,2.7,4.05,2.92,1
bell,5.67,4.7,6.16,1
bellboy,4.95,3.13,5.08,1
bellhop,5.47,4.0,5.37,1
belligerent,3.11,5.0,3.56,1
bellman,5.35,3.25,4.93,1
bellow,4.63,4.75,6.26,1
belly,4.37,3.75,4.96,1
bellybutton,5.73,4.95,5.19,1
bellyful,5.85,3.28,5.17,1
belong,6.5,2.9,5.44,1
belongings,6.09,3.96,6.17,1
beloved,7.38,4.91,6.85,1
belt,4.44,3.45,5.75,1
beluga,5.1,3.77,5.74,1
bench,5.5,3.46,5.81,1
bend,5.75,4.4,6.0,1
benefactor,6.0,2.95,4.5,1
beneficial,6.61,4.18,6.3,1
beneficiary,6.19,4.45,6.5,1
benefit,6.87,3.53,6.25,1
benevolence,6.29,4.35,5.43,1
benevolent,5.95,3.6,5.0,1
benign,5.86,3.26,6.0,1
benzene,4.53,3.95,4.92,1
bequeath,4.64,4.39,5.6,1
bereaved,3.65,5.23,4.45,1
bereavement,3.2,4.45,3.97,1
beret,5.05,3.78,4.79,1
berserk,3.75,5.08,4.29,1
berth,4.52,2.71,5.3,1
beryllium,5.6,3.87,4.93,1
beseech,4.89,4.77,4.26,1
bestow,6.5,3.8,6.27,1
bestseller,6.82,5.89,6.14,1
bet,4.95,4.76,5.5,1
beta,5.55,3.6,4.41,1
betray,2.52,5.33,3.86,1
betrayal,2.24,5.71,3.12,1
beverage,7.17,3.38,6.58,1
beware,3.3,5.24,5.32,1
bewildered,4.32,4.57,4.42,1
bias,3.95,4.27,5.44,1
biased,4.21,5.52,4.57,1
bib,5.78,3.57,5.16,1
bible,5.74,3.65,5.0,1
biblical,6.52,3.73,5.3,1
bicarbonate,4.9,3.5,4.86,1
bicentennial,6.3,4.7,5.5,1
biceps,5.95,4.42,6.45,1
bicker,2.81,5.13,4.54,1
bicycle,6.71,3.95,6.2,1
bid,5.225,4.455,5.715,1
bidder,5.39,3.5,5.32,1
bide,4.5,3.61,5.41,1
big,5.64,4.33,5.61,1
bigamy,3.15,4.36,4.21,1
biggie,5.32,3.76,5.36,1
bighorn,4.77,4.65,5.26,1
bigmouth,3.71,5.3,5.58,1
bigot,2.75,5.37,3.12,1
bigotry,2.24,6.15,4.53,1
bike,6.1,3.62,5.89,1
biker,5.32,4.04,4.68,1
bikini,5.57,5.43,5.57,1
bilateral,5.23,2.86,5.23,1
bile,2.61,4.1,3.5,1
bilge,4.55,3.73,4.79,1
bill,3.17,4.59,4.234999999999999,1
billboard,4.25,4.0,5.15,1
billiard,6.1,4.0,6.1,1
billion,6.8,5.44,6.5,1
billionaire,6.0,6.75,6.36,1
bimbo,3.1,3.52,4.84,1
bin,4.95,3.04,5.21,1
binary,4.58,3.29,4.6,1
bind,4.34,4.763333333333333,4.453333333333333,1
binder,5.16,3.17,5.29,1
binge,3.53,5.18,5.21,1
bingo,5.62,5.0,5.23,1
binoculars,5.57,2.58,6.1,1
bio,5.2,3.14,6.05,1
biochemical,4.05,4.21,4.21,1
biochemist,5.37,4.19,5.3,1
biochemistry,5.48,3.67,5.14,1
biographer,5.53,3.05,5.57,1
biography,5.4,3.0,5.95,1
biological,6.57,3.52,5.11,1
biologist,5.85,3.27,5.85,1
biology,6.0,4.1,4.45,1
bionic,5.42,5.18,4.91,1
biopsy,3.1,3.46,3.9,1
bipolar,3.26,5.0,3.18,1
birch,6.53,2.85,5.0,1
bird,6.75,3.83,5.88,1
birdcage,5.2,4.23,4.52,1
birdie,6.47,3.43,5.43,1
birdman,5.0,4.15,5.5,1
birth,5.904999999999999,6.075,4.95,1
birthday,6.37,4.6,6.07,1
birthmark,4.6,3.0,4.24,1
birthplace,6.95,3.41,4.85,1
birthright,5.63,4.58,6.75,1
biscuit,6.45,2.91,6.26,1
bisexual,4.74,4.5,5.09,1
bishop,4.53,3.77,4.82,1
bisque,5.42,2.78,5.19,1
bistro,5.95,4.33,5.18,1
bit,5.05,3.86,5.53,1
bitch,2.55,5.95,3.65,1
bitchy,3.11,4.83,4.24,1
bite,3.52,5.1,6.58,1
biter,3.59,5.27,4.5,1
bitsy,5.33,3.05,4.78,1
bitter,3.63,4.64,4.58,1
bitterness,3.15,5.1,4.62,1
bittersweet,5.09,4.21,4.52,1
bitty,5.16,3.6,5.2,1
biz,4.7,4.42,5.27,1
bizarre,4.41,5.0,4.5,1
blab,3.7,4.74,4.52,1
blabbermouth,2.9,4.48,4.26,1
black,5.4,3.58,5.48,1
black snake,2.6,5.76,3.79,1
blackberry,6.63,3.24,5.45,1
blackbird,5.62,3.5,5.04,1
blackboard,4.95,4.0,6.0,1
blacken,4.1,3.95,4.74,1
blackface,3.2,4.43,4.48,1
blackjack,5.0,5.05,5.0,1
blacklist,3.45,4.0,3.21,1
blackmail,2.59,5.44,3.98,1
blackmailer,2.05,5.11,2.77,1
blackness,3.82,4.52,5.23,1
blackout,3.73,4.89,2.76,1
blacksmith,5.58,3.24,6.0,1
bladder,4.58,3.78,5.53,1
blade,3.9,4.52,4.56,1
blame,2.94,4.81,3.33,1
blameless,5.45,3.74,5.19,1
bland,3.88,2.43,5.77,1
blank,4.67,2.9,4.68,1
blanket,7.05,2.23,6.75,1
blare,4.8,4.68,4.79,1
blase,4.46,3.62,4.45,1
blasphemous,3.18,4.62,3.27,1
blasphemy,2.95,5.65,4.6,1
blast,4.45,4.5,4.45,1
blaster,4.89,5.0,5.38,1
blastoff,6.33,5.2,5.28,1
blatant,3.68,4.62,5.45,1
blaze,4.47,5.33,4.2,1
blazer,5.5,4.22,5.46,1
bleach,4.62,5.3,4.89,1
bleak,3.96,3.18,3.85,1
bleed,2.47,5.0,3.75,1
bleeder,3.29,5.9,3.6,1
bleep,5.0,4.85,5.27,1
blemish,3.1,4.81,5.12,1
blend,5.63,3.48,5.36,1
blender,5.16,4.05,5.53,1
bless,7.25,4.0600000000000005,5.79,1
blessing,7.18,4.21,6.1,1
bleu,4.84,3.67,5.43,1
blight,3.14,4.24,3.92,1
blimp,5.14,3.59,4.67,1
blind,3.085,4.485,3.52,1
blindfold,4.55,3.65,3.5,1
blindness,2.55,4.78,2.38,1
blink,5.25,3.12,4.83,1
blip,4.52,4.4,4.55,1
bliss,7.62,4.13,6.36,1
blissful,7.67,3.74,6.08,1
blister,3.555,4.155,4.41,1
blitz,5.6,5.9,5.45,1
blizzard,4.36,6.53,3.65,1
bloat,3.4,3.78,3.86,1
bloated,2.8,3.0,3.24,1
blob,3.9,3.57,5.44,1
block,4.48,4.25,6.21,1
blockade,3.45,3.4,4.36,1
blockage,3.7,4.19,3.57,1
blockbuster,5.68,5.35,5.75,1
blockhead,4.81,4.25,4.88,1
blog,5.14,3.61,6.11,1
bloke,5.0,4.24,4.78,1
blond,6.08,3.0,5.38,1
blonde,6.0,5.75,5.56,1
blood,3.48,5.76,3.94,1
bloodbath,2.05,4.86,3.28,1
bloodhound,5.0,4.59,4.84,1
bloodline,5.71,4.0,3.73,1
bloodshed,3.61,5.22,3.19,1
bloodshot,2.85,4.72,4.04,1
bloodstream,5.05,3.77,4.7,1
bloodthirsty,2.55,4.9,4.68,1
bloody,2.86,5.76,3.75,1
bloom,6.795,3.955,5.525,1
bloomers,6.26,4.57,5.13,1
blossom,7.05,4.75,5.64,1
blot,4.37,3.05,5.29,1
blotter,5.5,4.14,5.26,1
blouse,5.73,3.24,6.59,1
blow,6.1,4.48,5.0,1
blowfish,4.62,3.95,4.5,1
blowjob,6.16,6.5,6.07,1
blowout,4.27,4.78,4.42,1
blowtorch,5.22,5.76,4.74,1
blubber,3.85,4.27,4.72,1
blue,4.98,3.65,5.615,1
blue spruce,5.58,3.1,4.8,1
blueberry,7.11,3.23,5.7,1
bluebird,7.29,3.55,5.86,1
bluegrass,5.65,3.35,5.9,1
bluejay,6.64,3.43,5.0,1
blueprint,4.95,3.71,5.96,1
bluff,4.58,4.17,5.21,1
blunder,3.95,4.14,3.64,1
blunt,4.65,4.61,5.63,1
blur,4.45,3.88,4.96,1
blurry,4.1,2.83,3.57,1
blurt,4.9,4.64,3.95,1
blush,6.38,4.74,4.25,1
boa,3.63,5.23,3.61,1
boa constrictor,3.79,5.06,2.71,1
boar,5.0,3.08,4.68,1
board,5.275,3.385,5.045,1
board game,6.33,4.4,5.05,1
boarder,5.15,3.75,5.44,1
boardroom,4.38,3.75,5.38,1
boardwalk,6.86,4.08,6.17,1
boast,4.24,4.36,6.33,1
boat,6.495,4.345,5.705,1
boathouse,6.05,4.83,5.0,1
boatload,5.45,4.29,5.19,1
boatman,5.38,3.6,6.33,1
bobcat,5.38,5.0,4.36,1
bobsled,6.0,4.57,5.52,1
bode,4.71,4.0,4.9,1
bodega,5.05,4.0,3.93,1
bodily,4.74,3.71,4.29,1
body,5.95,4.62,5.76,1
bodyguard,5.29,4.55,5.64,1
bog,3.57,3.68,5.0,1
bogey,3.58,4.86,3.75,1
bogeyman,3.81,4.67,3.69,1
bogus,2.84,5.32,3.59,1
bohemian,6.05,4.79,4.25,1
boil,4.48,5.42,5.4,1
boiler,4.47,3.23,5.08,1
bold,6.68,4.86,6.39,1
bollocks,4.68,4.38,4.75,1
bolt,3.9,4.55,4.64,1
bomb,2.47,5.71,3.14,1
bombardier,4.73,4.48,4.05,1
bombardment,3.14,5.48,3.0,1
bomber,2.84,6.24,3.94,1
bombing,2.1,7.11,3.42,1
bombshell,5.68,5.5,4.5,1
bonanza,6.09,4.42,5.71,1
bonbon,6.71,4.17,6.11,1
bondage,4.38,5.65,4.28,1
bonding,6.45,3.81,6.18,1
bondsman,3.58,4.24,4.5,1
bone,5.24,4.75,6.0,1
bonehead,4.05,4.46,5.08,1
boner,5.33,5.15,4.8,1
bonfire,6.53,4.67,5.35,1
bong,4.26,4.05,5.95,1
bonkers,4.95,5.08,4.29,1
bonnet,4.89,2.96,6.0,1
bonny,5.1,3.22,5.19,1
bonsai,6.38,4.1,5.95,1
bonus,8.05,6.9,6.19,1
bony,4.95,4.89,5.31,1
boob,5.29,5.3,5.83,1
booby,7.23,5.33,5.91,1
booger,3.25,3.8,4.33,1
boogeyman,3.55,5.09,3.0,1
boogie,3.8,4.55,4.96,1
book,7.05,3.13,6.41,1
bookcase,6.1,3.38,6.06,1
bookie,4.57,4.0,4.0,1
bookkeeper,5.58,3.61,6.0,1
bookkeeping,5.16,3.48,5.83,1
booklet,5.52,3.55,5.62,1
bookmaker,5.59,3.09,5.9,1
bookmark,6.26,3.0,6.47,1
bookshop,6.7,4.22,7.0,1
bookstore,7.19,4.25,7.15,1
bookworm,6.67,2.47,5.32,1
boom,4.74,5.57,5.14,1
boomer,4.1,3.77,5.3,1
boomerang,5.91,4.57,5.14,1
boon,4.84,3.45,5.68,1
boost,6.53,4.7,6.25,1
booster,4.52,3.39,4.85,1
boot,5.595,3.735,5.66,1
booth,5.25,4.35,5.17,1
bootleg,3.68,4.69,5.0,1
bootlegger,5.56,4.85,5.56,1
booty,5.63,5.43,5.3,1
booze,5.0,5.08,5.15,1
bop,5.63,3.95,5.4,1
bopper,5.33,3.23,5.24,1
border,4.68,4.3,4.74,1
borderline,4.0,4.39,4.84,1
bored,2.95,3.65,4.96,1
boredom,2.77,2.58,5.04,1
boring,2.71,2.85,6.05,1
boron,4.1,2.91,5.28,1
borough,5.0,3.45,5.22,1
borrow,5.18,4.55,6.16,1
bosom,6.44,4.7,5.0,1
boss,4.76,4.43,4.65,1
bossy,2.86,4.68,4.73,1
botanical,5.77,3.25,5.73,1
botany,5.55,3.0,4.81,1
bother,4.44,4.2,4.22,1
bottle,5.42,3.465,5.44,1
bottleneck,4.5,4.48,5.0,1
bottomless,5.71,4.3,4.64,1
botulism,3.4,4.57,3.3,1
bounce,6.1,4.68,6.15,1
bouncer,4.37,4.33,5.29,1
bouncy,6.64,4.54,5.54,1
boundary,4.75,4.17,3.95,1
bountiful,6.27,4.43,6.16,1
bounty,4.37,4.85,5.45,1
bouquet,6.67,3.33,5.76,1
bourbon,5.7,5.95,5.69,1
bout,3.9,3.67,5.3,1
boutique,6.1,4.33,5.88,1
bovine,4.4,3.5,6.19,1
bow,5.46,3.85,5.95,1
bowel,3.23,3.62,4.77,1
bowl,6.175,3.63,5.390000000000001,1
bowler,5.18,3.64,5.35,1
box,4.9,4.2,5.15,1
boxcar,5.5,4.21,4.95,1
boxer,5.13,4.33,5.8,1
boy,5.84,4.11,5.5,1
boycott,4.2,5.0,6.52,1
boyfriend,7.06,4.9,5.17,1
boyhood,5.42,3.45,5.35,1
boyish,5.73,4.63,5.62,1
boysenberry,5.95,3.19,5.8,1
bozo,4.35,4.32,4.5,1
bra,5.9,3.92,5.63,1
brace,4.85,3.9,4.97,1
bracelet,6.48,3.96,5.0,1
bracket,4.63,3.15,5.05,1
brag,4.05,3.5,5.32,1
braid,5.78,3.9,5.6,1
brain,6.22,3.35,6.28,1
brainless,3.57,3.95,4.11,1
brainstorm,6.57,4.29,6.55,1
brainwash,3.11,5.9,2.88,1
brainy,6.26,5.05,6.92,1
brake,4.9,3.82,5.67,1
bran,4.84,2.26,5.05,1
branch,5.15,2.67,4.91,1
brand,5.05,2.82,4.57,1
brandy,5.67,3.86,5.5,1
brash,4.38,3.55,5.33,1
brass,5.05,4.0,5.95,1
brass knuckle,4.25,5.23,5.53,1
brassiere,6.0,4.68,5.54,1
brat,2.67,4.67,4.61,1
bratwurst,5.65,2.75,4.81,1
bravado,5.89,4.7,6.04,1
brave,7.38,4.95,6.84,1
bravery,7.38,5.84,6.57,1
brawl,3.64,5.38,4.73,1
brawn,5.0,4.65,5.57,1
brazen,5.0,5.67,5.64,1
breach,3.67,3.46,4.76,1
bread,6.52,3.85,6.05,1
breadth,4.63,3.61,5.5,1
break,3.925,4.785,4.13,1
breakaway,4.67,4.6,5.81,1
breakdown,3.48,4.73,3.62,1
breaker,3.91,4.75,5.52,1
breakfast,7.39,5.0,6.83,1
breaking and entering,2.0,5.68,2.7,1
breakthrough,6.35,5.68,6.58,1
breakup,2.19,6.33,3.72,1
breast,6.64,5.39,5.0,1
breath,6.61,2.35,5.78,1
breathe,7.17,2.6,6.22,1
breather,5.95,2.85,5.42,1
breathless,4.95,5.73,5.19,1
breathtaking,7.0,5.38,5.52,1
breech,3.14,3.57,5.05,1
breed,5.68,4.025,5.79,1
breeder,4.71,3.79,5.3,1
breeze,7.61,3.2,4.55,1
breezy,6.26,4.19,5.76,1
brethren,5.9,4.095000000000001,5.470000000000001,1
brew,6.02,4.675,5.45,1
brewery,5.74,4.75,5.46,1
briar,4.95,4.0,4.58,1
bribe,3.32,4.44,4.59,1
bribery,3.59,5.05,4.14,1
brick,4.65,2.53,5.0,1
bridal,6.2,4.84,5.54,1
bride,6.8,4.5,6.08,1
bridegroom,6.1,4.33,4.75,1
bridesmaid,6.19,4.82,5.05,1
bridge,5.44,3.48,4.78,1
brief,6.0,3.42,5.39,1
briefcase,5.2,3.59,6.33,1
briefing,4.76,3.58,5.88,1
brig,4.0,3.29,3.5,1
brigade,4.43,4.44,5.59,1
bright,6.84,5.0,6.38,1
brighten,7.37,5.32,6.77,1
brightness,7.05,4.39,5.79,1
brilliance,7.09,5.24,6.64,1
brilliant,7.5,5.95,7.16,1
brim,5.21,4.0,4.79,1
brimstone,3.67,3.87,3.65,1
bring,5.68,4.29,5.72,1
brink,4.95,4.22,4.53,1
brisk,5.86,5.3,6.11,1
brisket,5.6,4.27,5.16,1
brittle,3.86,4.42,4.5,1
bro,5.32,3.77,5.13,1
broach,4.47,3.29,4.61,1
broad,5.14,3.26,4.23,1
broadcast,4.89,4.41,4.92,1
broadcasting,4.68,4.14,5.58,1
broaden,6.39,3.16,5.6,1
broadside,3.8,3.16,4.64,1
broadsword,5.24,4.62,6.0,1
broccoli,6.0,2.48,5.12,1
brochure,4.74,3.43,5.32,1
brokenhearted,2.47,5.41,3.47,1
broker,4.15,3.77,5.37,1
brokerage,4.5,3.57,5.16,1
bromide,4.43,2.75,4.58,1
bronco,5.83,4.25,4.28,1
bronze,5.81,3.62,5.4,1
brooch,5.33,3.64,5.04,1
brood,3.97,3.285,4.109999999999999,1
brook,7.0,3.33,6.08,1
broom,5.5,3.33,5.76,1
broomstick,5.0,3.32,5.5,1
broth,5.55,2.27,6.23,1
brothel,4.63,5.4,4.88,1
brotherhood,6.42,5.14,6.57,1
brotherly,7.45,4.44,6.31,1
brow,5.11,3.23,4.29,1
brown,5.52,3.32,4.65,1
brownstone,4.74,2.94,4.94,1
browse,5.47,3.57,5.95,1
bruise,3.33,4.5,3.995,1
brunch,6.57,4.09,5.64,1
brunette,6.35,4.15,5.36,1
brunt,3.71,3.96,4.85,1
brush,5.47,3.18,6.18,1
brutal,3.07,5.13,3.94,1
brutality,2.43,4.96,3.89,1
brute,3.48,4.85,5.55,1
brutish,3.0,4.74,5.11,1
bubble,6.43,4.19,6.12,1
bubbly,6.9,4.77,6.0,1
bubonic,2.17,5.78,3.52,1
buck,6.5,4.7,5.39,1
buckaroo,5.53,4.29,4.7,1
bucket,4.55,2.96,5.52,1
buckle,5.05,3.76,4.83,1
bucko,4.78,3.32,4.28,1
buckshot,4.76,5.15,5.14,1
buckwheat,5.24,2.7,6.22,1
budding,6.16,4.48,6.22,1
buddy,7.41,4.57,6.24,1
budge,4.83,3.95,4.32,1
budget,4.56,3.33,4.9,1
Budweiser,4.62,4.09,4.78,1
buff,6.21,4.59,5.39,1
buffer,5.42,4.05,5.43,1
buffet,6.05,4.95,5.88,1
buffoon,3.95,5.7,4.0,1
bug,3.45,6.06,4.08,1
bugger,3.71,3.3,4.32,1
buggy,4.65,4.04,5.33,1
bugle,5.05,4.41,5.42,1
bugler,4.0,4.15,4.24,1
build,5.9,3.365,6.25,1
builder,5.95,3.32,6.93,1
buildup,5.37,3.55,5.06,1
bulb,5.86,3.26,4.82,1
bulge,3.74,4.05,4.39,1
bulimic,2.86,4.3,4.06,1
bulk,4.89,3.43,5.05,1
bulkhead,4.67,3.65,4.88,1
bulky,4.21,3.95,5.24,1
bull,3.95,4.9,6.89,1
bulldog,4.74,3.72,4.44,1
bulldozer,4.81,4.05,5.64,1
bullet,3.45,5.89,3.93,1
bulletin,5.6,2.95,5.4,1
bulletproof,6.2,6.8,5.85,1
bullfighter,3.94,4.61,4.65,1
bullfrog,5.05,2.88,5.05,1
bullheaded,3.42,4.64,4.23,1
bullhorn,4.3,3.8,4.68,1
bullion,5.79,3.8,5.46,1
bullpen,5.15,4.52,5.62,1
bullshit,2.33,7.0,3.0,1
bully,2.67,5.86,3.18,1
bum,3.64,4.39,4.74,1
bumblebee,5.43,4.38,4.74,1
bummer,2.57,4.32,3.89,1
bump,5.05,4.75,5.33,1
bumper,4.79,3.45,5.11,1
bumpy,4.3,4.76,4.79,1
bun,5.47,3.05,5.29,1
bunch,5.83,2.81,4.56,1
bundle,5.1,3.48,5.12,1
bungalow,6.5,3.64,5.7,1
bungee,5.71,6.35,4.94,1
bunghole,3.9,4.59,5.42,1
bunion,3.48,4.11,4.19,1
bunk,5.43,3.53,5.19,1
