word,valence,arousal,dominance,n_collapsed
interested,6.83,4.45,6.83,1
interface,5.32,3.35,6.15,1
interfere,3.94,4.33,4.71,1
interference,4.71,3.84,4.11,1
intergalactic,6.32,5.91,4.37,1
interim,4.68,3.68,5.4,1
interior,5.79,3.86,5.54,1
interject,4.29,3.52,5.18,1
interlude,5.47,3.96,4.79,1
intermediate,5.05,3.28,4.94,1
intermission,5.2,5.0,5.38,1
intermittent,4.65,3.6,4.77,1
intern,5.14,3.62,5.55,1
internal,5.18,3.67,6.25,1
international,5.65,3.95,5.33,1
internet,6.68,5.44,6.24,1
internship,5.9,6.25,5.11,1
interoffice,4.32,3.67,4.59,1
interpret,5.2,4.43,5.24,1
interpretation,5.6,4.21,5.43,1
interpreter,5.8,3.14,5.74,1
interpretive,5.16,2.9,6.3,1
interrogate,2.76,4.8,4.64,1
interrogation,2.21,5.41,2.92,1
interrupt,3.26,4.36,3.93,1
interruption,3.81,3.88,4.25,1
intersection,4.58,4.45,4.42,1
interstate,5.0,4.38,4.91,1
interstellar,5.95,4.95,5.33,1
interval,5.05,3.43,5.7,1
intervene,5.21,4.48,5.82,1
intervention,4.14,4.74,4.57,1
interview,4.68,6.35,6.84,1
interviewer,5.0,4.52,4.75,1
intestinal,3.3,3.82,4.47,1
intestine,3.37,4.5,4.21,1
intimacy,7.0,6.0,6.59,1
intimate,7.22,6.02,6.29,1
intimidate,2.92,4.8,4.875,1
intimidation,3.79,4.67,3.25,1
intolerable,3.14,5.41,4.15,1
intolerance,2.95,5.35,3.87,1
intolerant,3.43,4.05,4.74,1
intoxicating,5.58,5.81,2.82,1
intracranial,4.62,4.45,4.57,1
intravenous,4.29,4.09,4.59,1
intrepid,5.37,3.95,5.5,1
intricate,5.11,4.48,5.13,1
intrigue,6.05,5.18,6.21,1
intriguing,6.53,5.44,5.53,1
intro,5.15,4.48,5.84,1
introduce,5.91,4.55,6.84,1
introduction,5.81,3.9,5.36,1
intrude,3.1,5.2,3.92,1
intruder,2.46,5.66,3.18,1
intrusion,3.37,4.9,2.75,1
intrusive,3.05,5.77,4.47,1
intubation,4.1,4.04,4.32,1
intuition,6.42,4.81,5.84,1
intuitive,6.0,4.28,6.29,1
invade,3.32,6.0,4.31,1
invader,2.23,5.67,3.5,1
invalid,3.52,3.7,5.1,1
invaluable,5.6,5.21,5.14,1
invasion,2.45,6.59,3.0,1
invasive,3.1,6.28,3.23,1
invent,6.64,6.16,6.9,1
invention,6.4,4.24,6.67,1
inventive,6.29,4.22,6.39,1
inventor,6.21,4.62,5.15,1
inventory,4.95,3.58,5.48,1
inverted,4.91,3.85,5.58,1
invest,6.16,3.95,5.94,1
investigate,5.68,4.09,5.43,1
investigation,4.36,5.7,6.11,1
investigative,5.5,5.8,5.69,1
investigator,4.95,4.35,4.79,1
investment,5.14,4.73,5.19,1
investor,5.42,3.39,5.76,1
invincible,6.32,5.3,6.6,1
invisibility,5.32,4.32,5.1,1
invisible,5.0,3.95,4.27,1
invitation,7.05,4.94,6.43,1
invite,5.68,5.1,6.95,1
invoice,4.6,3.68,5.7,1
invoke,5.05,4.85,5.54,1
involuntary,4.05,3.75,4.13,1
involve,5.44,3.6,5.28,1
involvement,5.81,2.95,6.41,1
invulnerable,6.05,3.85,5.36,1
iodine,4.9,4.21,4.86,1
ion,5.1,4.19,5.16,1
iota,5.16,2.76,4.55,1
irate,2.9,4.71,3.6,1
iris,6.85,4.2,6.24,1
iron,5.03,3.24,5.51,1
ironclad,5.14,3.77,6.09,1
ironic,5.42,4.39,4.46,1
irony,5.19,4.09,5.28,1
irrational,3.5,5.12,3.46,1
irregular,4.05,4.86,4.93,1
irregularity,4.26,3.94,3.44,1
irrelevant,3.35,3.71,4.68,1
irreparable,4.05,5.05,3.5,1
irreplaceable,5.59,4.62,3.95,1
irresistible,6.58,5.71,4.68,1
irresponsible,2.5,5.0,3.91,1
irreversible,3.61,4.09,3.11,1
irrigate,5.23,3.77,5.6,1
irrigation,3.82,4.65,6.05,1
irritable,2.85,6.37,4.23,1
irritate,2.91,5.38,4.08,1
irritation,3.38,5.5,4.35,1
island,7.18,4.25,5.58,1
isle,6.05,3.24,4.7,1
isolate,4.35,4.6,4.38,1
isolation,3.77,3.0,4.52,1
isotope,5.35,2.73,5.19,1
issue,3.95,4.55,5.47,1
itch,3.11,5.0,3.86,1
itchy,2.53,4.9,3.0,1
item,5.29,2.9,5.5,1
itinerary,6.1,3.27,5.32,1
ivory,5.2,2.33,5.17,1
jab,3.81,4.85,5.42,1
jabber,4.38,3.78,4.95,1
Jack Daniels,5.38,4.78,5.59,1
jackal,4.65,4.58,4.57,1
jackass,4.05,6.57,4.59,1
jacket,5.86,3.35,6.89,1
jackhammer,3.9,4.7,4.76,1
jackpot,7.1,5.62,4.35,1
jackrabbit,5.95,3.61,4.36,1
jade,6.25,3.43,5.37,1
jaded,3.62,3.79,5.65,1
jagged,3.95,6.05,4.48,1
jaguar,5.63,5.55,5.1,1
jail,1.91,4.47,3.91,1
jailbird,2.38,4.48,3.18,1
jailbreak,3.5,5.6,5.27,1
jailer,2.61,4.95,3.79,1
jailhouse,2.57,4.5,2.89,1
jalopy,5.15,3.94,4.12,1
jam,5.81,3.95,5.89,1
jamboree,6.14,5.28,5.5,1
jammer,5.19,4.22,5.1,1
janitor,4.86,2.3,5.36,1
janitorial,4.87,3.86,5.35,1
jar,5.71,2.77,5.26,1
jargon,4.85,3.95,5.25,1
jarhead,4.16,4.41,4.14,1
jasmine,6.74,3.7,5.75,1
java,5.9,5.05,6.16,1
javelin,5.24,3.89,5.71,1
jaw,4.415,5.0,5.26,1
jawbone,4.63,4.19,5.65,1
jazz,6.57,6.05,6.42,1
jazzy,6.81,4.74,5.42,1
jealous,2.38,5.9,4.68,1
jealousy,2.58,5.45,3.89,1
jean,5.76,3.18,5.725,1
jeep,5.53,4.05,5.0,1
jeering,2.52,5.57,4.32,1
jelly,5.9,3.63,5.68,1
jellybean,6.4,4.77,6.14,1
jellyfish,4.9,3.73,4.0,1
jeopardize,3.1,6.15,3.65,1
jeopardy,3.84,4.23,4.32,1
jerk,2.43,6.45,4.84,1
jerky,4.74,4.0,4.21,1
jest,6.2,4.21,5.64,1
jester,4.53,4.75,5.35,1
jet,6.74,5.26,5.44,1
jewel,6.68,3.83,5.1,1
jeweler,5.95,3.73,5.73,1
jewelry,7.0,3.38,6.19,1
jib,5.53,4.57,4.83,1
jiff,5.21,4.17,4.68,1
jiffy,6.09,4.89,6.05,1
jig,4.95,4.95,5.33,1
jiggle,6.15,5.22,4.88,1
jigsaw,5.05,4.0,6.57,1
jihad,2.32,5.35,3.08,1
jingle,5.16,4.33,5.81,1
jinx,3.59,4.95,4.16,1
jittery,3.35,4.89,3.5,1
jive,6.32,5.68,5.29,1
job,5.64,4.0,4.44,1
jockey,4.95,4.84,5.62,1
jockstrap,3.5,4.33,4.58,1
jog,5.81,3.43,6.35,1
jogger,5.11,3.5,5.94,1
join,5.83,3.9,4.94,1
joint,5.32,4.5,6.16,1
joke,7.88,5.73,5.79,1
joker,5.67,4.21,5.05,1
jolly,7.47,5.95,7.4,1
jolt,4.43,6.63,4.76,1
jot,4.79,4.0,5.77,1
jour,5.74,2.95,5.45,1
journal,5.91,3.23,6.31,1
journalism,4.95,4.22,5.67,1
journalist,5.3,3.86,6.15,1
journalistic,5.55,3.2,6.45,1
journey,6.65,4.89,6.77,1
joust,4.9,5.61,5.11,1
joy,8.21,5.55,7.0,1
joyful,8.21,5.53,7.05,1
joyous,7.45,6.62,6.25,1
joyride,6.1,3.71,5.93,1
jubilee,7.05,5.2,6.35,1
judge,3.89,4.5,3.78,1
judgment,4.65,4.27,5.54,1
judgmental,3.0,5.05,3.79,1
judicial,4.0,4.59,4.9,1
judo,5.79,4.5,6.17,1
jug,5.45,3.73,5.45,1
juggle,5.84,5.14,4.7,1
juggler,6.3,4.05,5.23,1
jugular,5.2,4.56,4.84,1
juice,6.9,4.6,5.74,1
juicer,5.84,4.44,5.35,1
juicy,7.05,4.7,5.48,1
juju,4.73,4.12,5.21,1
juke,5.0,3.3,4.92,1
jukebox,6.76,4.9,5.67,1
jumbo,4.9,4.24,4.92,1
jump,6.44,5.14,5.72,1
jump rope,5.74,4.7,5.54,1
jumper,4.55,3.76,5.0,1
jumpsuit,5.1,3.62,5.7,1
jumpy,4.8,5.45,4.47,1
junction,5.21,3.86,6.36,1
juncture,5.25,4.08,5.79,1
jungle,5.7,4.06,4.5,1
junior,5.36,4.15,6.26,1
juniper,6.33,3.27,5.3,1
junk,3.57,3.95,4.86,1
junket,4.22,3.5,5.35,1
junkie,2.5,4.62,3.82,1
junky,3.05,4.3,4.86,1
junkyard,4.05,3.95,4.82,1
jurisdiction,4.68,3.95,4.33,1
juror,4.65,4.5,5.08,1
jury,4.23,5.2,5.21,1
justice,6.8,5.4,6.31,1
justifiable,6.1,3.58,5.84,1
justification,5.68,4.09,6.48,1
justify,6.17,3.2,6.04,1
juvenile,3.74,3.85,4.12,1
kale,5.79,3.29,5.5,1
kamikaze,3.58,4.68,3.87,1
kangaroo,6.45,4.27,5.37,1
kappa,5.65,2.79,4.59,1
kaput,3.95,4.45,4.52,1
karaoke,6.29,5.0,6.17,1
karate,6.26,4.6,6.74,1
karma,6.28,4.18,3.29,1
karmic,5.63,4.22,4.19,1
kayak,5.68,3.77,5.43,1
kazoo,5.76,5.05,5.1,1
kebab,5.95,3.65,5.23,1
keel,4.64,4.15,5.74,1
keen,6.72,3.21,5.52,1
keeper,5.89,3.81,4.83,1
keepsake,6.73,4.43,5.95,1
keg,5.65,4.52,6.33,1
kelp,5.0,3.46,5.18,1
kennel,4.64,3.67,5.73,1
kerchief,5.31,2.95,5.1,1
kernel,5.23,3.87,5.53,1
kerosene,3.86,4.0,5.34,1
ketchup,6.03,3.85,5.48,1
kettle,5.67,3.1,5.68,1
key,6.22,3.9,6.75,1
keyboard,5.17,3.59,5.13,1
keyhole,5.39,3.96,5.74,1
keynote,5.67,3.1,5.84,1
keypad,5.65,3.0,6.0,1
keyword,5.6,3.67,5.73,1
khaki,5.05,2.64,6.08,1
kibble,5.5,3.7,5.46,1
kick,4.55,5.1,5.1,1
kickboxing,5.33,4.45,5.18,1
kicker,5.11,4.85,5.53,1
kickoff,4.95,5.0,6.11,1
kid,6.855,5.2,4.98,1
kidder,6.38,3.25,5.09,1
kiddo,5.65,4.68,5.26,1
kidnap,2.19,5.59,2.37,1
kidnapper,1.77,6.52,3.33,1
kidnapping,2.05,5.36,2.47,1
kidney,4.9,3.95,5.44,1
kill,1.88,6.164999999999999,4.04,1
killer,1.74,7.05,4.43,1
killjoy,3.84,4.14,4.05,1
kilo,4.29,3.26,5.19,1
kilometer,5.52,4.1,4.81,1
kilt,5.12,4.74,4.81,1
kimono,5.9,3.77,5.08,1
kin,5.85,3.0,5.05,1
kind,7.78,3.19,7.62,1
kindergarten,6.62,3.09,6.17,1
kindling,5.45,4.05,5.85,1
kindness,7.65,3.96,6.95,1
kindred,6.47,3.23,5.46,1
kinesiology,4.9,3.89,5.14,1
kinetic,5.11,4.95,5.29,1
king,6.0,4.45,5.53,1
king snake,3.26,6.64,3.8,1
kingdom,6.74,4.2,6.75,1
kingpin,4.37,5.14,5.17,1
kink,5.29,4.8,4.82,1
kinky,5.71,5.52,5.33,1
kinship,7.53,4.65,6.26,1
kiosk,5.0,3.35,5.1,1
kiss,7.78,6.05,6.52,1
kisser,7.33,5.85,5.38,1
kissy,7.06,5.32,5.2,1
kit,6.1,3.68,6.29,1
kitchen,6.17,3.52,5.89,1
kite,6.9,4.2,6.24,1
kitten,7.58,3.19,6.67,1
kiwi,6.11,3.65,5.5,1
klutz,3.81,4.08,4.21,1
knack,5.68,3.77,5.71,1
knapsack,5.3,3.86,5.5,1
knee,4.7,4.25,5.38,1
kneecap,4.55,3.74,5.46,1
kneel,4.0,3.18,4.88,1
knick,5.0,3.45,4.84,1
knickers,5.74,3.7,4.09,1
knife,4.33,4.86,5.29,1
knighthood,6.2,4.86,5.81,1
knit,5.85,3.35,6.44,1
knob,5.21,3.05,5.35,1
knock,5.44,3.95,5.11,1
knockoff,3.55,4.22,4.68,1
knockout,4.95,5.91,4.11,1
knoll,5.09,3.68,5.55,1
knot,4.57,3.84,6.04,1
know,6.82,3.24,5.78,1
knowledge,7.28,4.86,7.2,1
knowledgeable,7.95,4.65,7.19,1
knuckle,4.68,4.32,4.95,1
knucklehead,3.79,4.82,4.64,1
koala,6.65,3.73,6.62,1
kook,4.5,3.38,4.78,1
kooky,6.42,5.67,5.3,1
kool-aid,6.6,4.09,5.22,1
kosher,4.68,3.06,6.12,1
kraut,4.72,3.55,4.6,1
kryptonite,5.21,5.86,4.96,1
kudos,6.95,4.27,6.95,1
kumquat,6.1,2.75,4.59,1
lab,4.57,4.35,6.68,1
label,4.79,3.38,5.48,1
labor,4.74,5.23,5.41,1
laboratory,5.14,4.38,4.77,1
laborer,4.71,4.08,5.21,1
labyrinth,4.84,4.24,3.8,1
lace,6.58,3.75,6.7,1
laceration,3.43,6.67,3.64,1
lack,3.68,2.24,5.46,1
lackey,4.32,4.0,4.13,1
lacquer,4.95,3.3,5.0,1
lacrosse,5.29,3.7,4.84,1
lactose,4.44,3.44,4.26,1
lad,6.19,3.6,5.0,1
ladder,5.32,4.09,5.56,1
laddie,5.5,4.32,5.0,1
ladle,5.11,2.82,5.42,1
lady,6.91,4.05,5.87,1
lady bug,7.0,3.38,5.8,1
ladybug,6.9,3.45,5.33,1
ladylike,5.68,3.77,5.37,1
ladyship,6.24,3.45,5.15,1
lag,3.9,4.0,4.57,1
lager,5.4,3.11,5.64,1
lagoon,6.23,3.56,4.62,1
lair,5.0,5.35,5.12,1
lake,7.13,2.64,5.36,1
lamb,6.3,3.32,5.72,1
lame,3.2,2.74,3.45,1
lament,4.16,3.33,3.47,1
lamp,5.74,2.71,6.04,1
lamppost,5.29,2.76,6.17,1
lance,4.7,3.6,5.17,1
lancer,4.58,3.25,4.61,1
land,5.85,3.335,5.78,1
landfall,4.95,3.45,5.04,1
landfill,3.14,3.65,4.46,1
landlady,4.1,4.9,4.52,1
landlord,3.5,3.95,4.64,1
landmark,6.0,4.15,5.5,1
landscape,7.0,3.75,5.0,1
landscaping,6.58,4.0,6.31,1
landslide,4.76,5.89,3.81,1
lane,5.29,3.95,6.95,1
language,6.38,3.7,7.37,1
lanky,5.71,4.32,5.11,1
lantern,5.37,3.21,5.24,1
lap,5.89,3.45,5.26,1
lapdog,6.45,3.2,4.53,1
lapel,5.74,3.17,5.21,1
lapse,4.35,3.11,3.59,1
laptop,6.95,4.62,6.5,1
larceny,3.1,5.44,4.29,1
lard,3.55,2.95,4.18,1
large,5.77,5.35,5.05,1
lark,5.19,3.52,4.96,1
laryngitis,3.14,3.56,4.06,1
larynx,4.45,4.0,5.84,1
lasagna,7.1,5.04,5.89,1
laser,5.64,5.09,5.52,1
lash,4.63,4.65,5.2,1
lass,5.42,4.24,5.75,1
lasso,5.33,4.67,4.68,1
latch,5.0,3.09,4.78,1
late,3.32,5.57,4.22,1
latent,4.48,3.04,4.11,1
lateral,5.43,4.11,4.68,1
latex,3.95,3.72,5.54,1
lather,5.57,4.39,6.16,1
latitude,4.82,3.74,5.47,1
latrine,4.0,3.82,5.56,1
latte,6.45,4.79,6.4,1
laugh,7.56,6.62,7.39,1
laughable,6.21,5.6,5.46,1
laughingstock,3.77,5.16,3.52,1
laughter,8.05,5.39,7.02,1
launch,6.4,5.26,6.75,1
launcher,5.38,4.39,5.11,1
launder,5.225,3.64,4.6,1
laundry,5.15,4.5,6.09,1
lava,4.33,5.26,3.12,1
lavatory,5.18,4.21,5.57,1
lavender,6.9,3.81,6.03,1
lavish,6.79,4.88,5.88,1
law,4.55,3.55,4.83,1
lawful,6.26,3.7,5.71,1
lawless,3.1,4.17,3.94,1
lawlessness,2.61,4.73,3.54,1
lawman,4.79,4.14,4.38,1
lawn,6.05,2.62,6.04,1
lawnmower,5.48,2.92,5.74,1
lawsuit,2.84,5.39,3.2,1
lawyer,3.94,3.95,3.56,1
lax,4.43,3.12,5.33,1
laxative,3.1,4.14,3.0,1
lay,6.18,3.7,6.32,1
layaway,5.29,3.9,5.35,1
layer,5.2,3.45,6.04,1
layman,5.1,3.48,5.11,1
layout,4.95,3.52,4.95,1
layover,3.37,4.1,2.63,1
laziness,3.9,2.76,4.95,1
lazy,3.05,3.05,5.79,1
lead,5.039999999999999,3.735,4.725,1
leader,6.24,4.96,6.3,1
leadership,6.0,4.76,6.84,1
leaf,6.16,3.05,5.54,1
leafy,5.95,3.57,5.88,1
league,5.35,4.25,6.28,1
leak,4.0,5.43,4.57,1
leakage,3.52,5.23,3.67,1
leaky,3.95,4.33,4.59,1
lean,6.35,3.32,5.84,1
leap,4.8,4.0,5.33,1
learn,6.85,4.8,7.0,1
learner,6.4,4.23,7.14,1
lease,4.75,3.23,4.63,1
leash,5.25,3.0,4.32,1
leather,5.84,3.57,5.32,1
leave,4.68,4.48,5.47,1
lecherous,3.33,3.79,3.65,1
lecture,4.0,3.16,4.5,1
lecturer,4.42,3.48,4.88,1
ledge,5.24,4.95,4.36,1
ledger,5.33,3.24,5.87,1
leech,2.43,4.09,4.5,1
leeway,5.26,3.88,6.11,1
leftover,4.94,3.835,5.815,1
lefty,5.7,3.33,4.92,1
leg,6.22,2.75,5.5,1
legacy,7.38,4.75,5.67,1
legal,5.24,3.35,6.68,1
legend,6.86,5.13,6.78,1
legendary,6.86,6.61,6.95,1
legion,5.32,4.18,4.87,1
legislation,3.55,4.09,3.85,1
legislature,3.55,3.22,4.48,1
legit,6.85,4.8,5.77,1
legitimacy,5.55,4.09,6.37,1
legitimate,5.7,3.94,6.29,1
lego,6.14,5.05,6.3,1
legwork,4.86,3.5,6.36,1
leisure,7.4,4.48,6.68,1
leisurely,6.92,3.6,6.58,1
lemon,6.37,4.52,5.43,1
lemonade,7.05,4.63,6.0,1
lend,4.95,3.22,5.5,1
length,5.21,3.41,5.67,1
lengthy,4.4,3.39,5.24,1
leniency,5.8,3.78,5.71,1
lenient,5.52,3.61,5.54,1
lens,5.42,2.95,5.04,1
leopard,6.43,6.26,4.29,1
leotard,5.1,3.95,5.0,1
leper,3.3,4.24,2.88,1
leprechaun,6.0,5.11,4.43,1
leprosy,2.25,4.38,3.35,1
lesbian,5.76,6.04,5.34,1
lesion,2.95,5.62,4.13,1
lessen,4.5,4.08,4.73,1
lesson,5.57,3.8,6.79,1
let,5.95,2.71,6.06,1
lethal,2.48,5.64,4.72,1
letter,5.41,3.155,5.695,1
letterhead,4.68,3.27,6.32,1
lettuce,5.84,3.64,5.44,1
leukemia,1.47,5.75,2.83,1
levee,5.09,4.26,5.14,1
level,5.72,2.15,5.61,1
lever,4.5,2.56,6.29,1
leverage,4.9,4.08,5.25,1
levitate,5.4,6.1,5.04,1
lewd,3.58,4.41,4.53,1
liability,3.45,4.58,4.24,1
liable,4.0,4.32,5.19,1
liaison,5.05,3.35,5.81,1
liar,2.41,6.6,4.74,1
libel,3.68,5.0,4.78,1
liberate,6.77,5.3100000000000005,7.135,1
liberation,6.74,5.29,5.59,1
liberty,7.2,4.5,7.04,1
libido,6.86,5.68,4.95,1
librarian,6.38,1.75,5.0,1
library,6.33,2.52,6.35,1
lice,2.24,5.2,2.77,1
license,5.91,4.7,6.79,1
lick,6.38,6.2,5.97,1
licorice,4.58,4.14,5.52,1
lid,5.14,2.91,6.33,1
lie,2.39,4.81,4.72,1
liege,4.6,3.32,5.11,1
lieutenant,4.91,4.1,5.28,1
life,6.68,5.59,5.89,1
lifeboat,5.84,3.96,5.7,1
lifeguard,6.35,4.64,5.73,1
lifeless,2.24,3.55,2.81,1
lifelike,6.16,4.32,5.39,1
lifeline,5.77,4.46,5.26,1
lifelong,6.76,4.32,6.74,1
lifer,3.74,4.55,4.32,1
lifesaver,7.24,4.92,6.19,1
lifestyle,5.95,5.52,6.4,1
lifetime,7.3,4.52,5.09,1
lift,5.32,4.9,6.84,1
liftoff,4.7,6.17,5.62,1
ligament,4.19,3.16,4.89,1
ligature,4.05,4.12,4.42,1
light,6.535,4.22,6.035,1
light year,6.24,4.79,4.55,1
lightbulb,5.55,3.07,6.67,1
lighten,6.21,3.14,5.45,1
lightheaded,4.89,3.96,3.0,1
lighthouse,6.24,3.67,6.24,1
lightness,6.37,4.5,5.88,1
lightning,5.34,6.75,4.0,1
lightweight,5.9,3.05,5.36,1
likable,6.83,4.23,7.35,1
like,7.44,4.4,6.28,1
likelihood,5.74,2.9,5.59,1
likely,6.9,4.42,6.14,1
likeness,6.6,4.27,6.43,1
lilac,6.95,3.64,6.24,1
lily,7.05,2.64,5.39,1
limb,4.42,2.7,6.37,1
limber,6.45,3.41,6.07,1
limbo,4.53,4.1,4.05,1
lime,6.1,3.83,6.23,1
limelight,6.05,5.47,5.86,1
limestone,5.05,2.83,5.61,1
limey,4.86,3.55,5.37,1
limit,4.53,4.29,4.37,1
limitless,7.11,5.83,6.05,1
limo,6.14,4.15,5.88,1
limousine,6.14,5.65,6.2,1
limp,2.81,3.0,4.45,1
line,4.82,3.24,4.89,1
lineage,5.32,3.37,5.45,1
linear,5.05,3.2,6.0,1
linebacker,5.42,4.41,4.5,1
linen,6.0,2.95,5.73,1
liner,4.79,3.71,5.57,1
lineup,4.45,4.47,5.15,1
linger,4.6850000000000005,4.265000000000001,4.9,1
lingerie,6.89,5.18,5.87,1
lingo,5.33,3.3,5.28,1
linguini,5.45,4.09,5.53,1
linguist,5.0,3.71,5.59,1
linguistics,6.37,2.76,5.87,1
link,5.9,3.15,5.91,1
linoleum,4.47,2.77,5.54,1
lint,4.3,2.44,4.75,1
lion,5.84,5.29,4.86,1
lip,6.38,4.6,5.95,1
liposuction,4.68,4.05,4.21,1
lipstick,6.35,4.0,5.58,1
liqueur,4.74,5.05,5.73,1
liquid,5.35,3.67,6.16,1
liquidate,3.95,4.36,4.36,1
liquor,4.85,5.85,4.5,1
lira,5.6,3.1,5.08,1
lisp,3.9,3.78,3.5,1
list,5.779999999999999,2.725,5.585,1
listen,6.91,3.76,5.56,1
listener,6.1,3.83,5.67,1
listless,3.84,3.33,4.67,1
liter,4.37,3.65,5.16,1
literacy,7.55,3.95,6.36,1
literal,5.84,4.35,6.32,1
literary,5.95,3.9,6.43,1
literature,6.43,3.7,6.06,1
lithium,4.75,3.5,4.79,1
litigation,3.8,4.33,4.21,1
litigator,3.52,4.43,4.36,1
litter,2.58,3.8,5.7,1
little,5.91,4.2,5.18,1
live,7.95,4.71,6.5,1
livelihood,6.21,4.6,6.09,1
lively,7.12,6.1,6.86,1
liven,6.1,5.84,5.95,1
liver,4.19,3.27,4.67,1
livery,4.59,5.11,5.37,1
livestock,5.95,2.95,4.68,1
livid,3.42,5.38,4.55,1
lizard,5.43,5.5,5.86,1
llama,5.43,4.04,5.63,1
load,4.43,4.55,6.68,1
loader,4.48,2.96,6.33,1
loaf,5.75,2.45,5.32,1
loafer,4.05,3.63,5.05,1
loan,4.19,3.3,3.77,1
loathe,2.68,5.18,4.77,1
loathing,2.42,4.5,3.95,1
loathsome,2.89,4.45,3.57,1
lobby,4.76,4.65,5.53,1
lobbyist,3.32,3.73,4.45,1
lobe,4.52,3.92,5.59,1
lobotomy,2.45,5.32,2.0,1
lobster,6.43,4.67,5.55,1
local,6.77,3.8,6.68,1
localized,5.05,2.4,5.86,1
locate,5.58,3.67,6.3,1
location,5.77,4.58,6.19,1
locator,5.14,2.83,5.45,1
loch,5.67,3.89,5.25,1
lock,4.56,3.0,4.11,1
locker,4.79,3.35,6.35,1
locket,5.71,3.39,5.2,1
locksmith,5.48,3.83,5.68,1
lockup,3.19,4.11,4.63,1
loco,4.53,4.8,4.21,1
locomotive,5.95,5.5,5.23,1
locust,3.16,4.24,3.45,1
lode,5.24,3.45,5.03,1
lodge,6.43,3.33,5.8,1
loft,5.96,3.42,5.09,1
lofty,5.65,2.95,5.85,1
log,4.94,4.29,5.7,1
logic,6.58,3.67,6.7,1
logical,6.38,3.83,7.29,1
logistics,5.05,3.76,5.65,1
logo,5.53,3.32,5.0,1
lollipop,7.29,3.88,6.1,1
lone,3.75,3.84,4.32,1
loneliness,2.35,4.09,3.61,1
lonely,2.67,4.37,3.33,1
loner,3.5,3.94,5.45,1
lonesome,3.35,3.45,4.28,1
longboat,5.35,3.72,5.38,1
longevity,6.57,4.75,5.89,1
longitude,4.76,2.91,5.04,1
longtime,5.5,3.36,6.0,1
look,5.95,3.76,5.88,1
looker,6.05,4.88,6.17,1
lookout,4.43,4.32,6.0,1
loom,4.94,3.65,4.96,1
loon,4.74,3.85,4.75,1
loony,4.48,4.04,4.2,1
loop,5.26,3.52,4.9,1
loophole,4.84,4.71,5.35,1
loopy,4.67,4.25,4.16,1
loose,4.52,4.3,5.53,1
loosen,5.0,4.0,6.0,1
loot,4.43,5.15,5.62,1
lop,4.8,4.55,5.08,1
lopsided,4.19,4.42,3.95,1
lord,5.59,3.81,5.75,1
lordship,5.2,4.42,5.41,1
lore,6.42,4.5,5.58,1
lose,3.06,5.27,4.12,1
loser,2.85,3.94,4.53,1
loss,2.9,5.2,4.47,1
lotion,5.52,3.55,5.75,1
lottery,6.33,6.05,3.45,1
lotto,6.05,6.0,3.29,1
lotus,6.24,3.77,4.86,1
loudmouth,3.24,5.21,4.39,1
loudspeaker,4.67,4.3,4.62,1
lounge,5.95,2.64,5.88,1
louse,3.34,3.61,3.93,1
lousy,3.14,4.28,4.33,1
lovable,8.26,5.41,6.83,1
love,7.825,5.475,6.3,1
loveless,2.59,4.46,3.96,1
loveliness,7.5,5.65,5.24,1
lovely,7.55,3.95,6.38,1
lovemaking,7.95,6.14,6.22,1
lover,8.05,7.45,6.37,1
lovesick,3.63,5.81,3.8,1
low,4.39,2.21,3.11,1
lowdown,3.74,4.0,4.87,1
lowlife,2.68,4.29,3.4,1
lowly,4.0,3.95,3.57,1
lox,4.74,3.86,5.68,1
loyal,7.31,3.65,6.8,1
loyalty,7.18,4.52,7.0,1
luau,6.05,4.59,6.33,1
lube,5.1,4.17,5.58,1
lubricant,5.32,5.38,5.52,1
lucid,5.35,4.78,5.27,1
luck,6.73,4.57,6.06,1
lucky,7.32,5.3,5.36,1
lucrative,6.81,5.15,6.11,1
ludicrous,3.95,4.78,4.79,1
lug,4.58,3.45,4.96,1
luggage,5.19,3.75,5.42,1
lukewarm,4.5,2.61,5.76,1
lull,4.05,3.76,5.41,1
lullaby,7.57,3.79,6.05,1
lumbar,4.47,3.28,4.82,1
lumber,5.65,3.32,5.96,1
lumberjack,5.79,3.81,5.75,1
luminous,6.29,3.73,5.85,1
lump,3.07,3.74,4.72,1
lumpy,3.75,3.94,4.12,1
lunacy,4.58,5.2,4.1,1
lunar,6.15,5.5,4.5,1
lunatic,3.47,5.64,3.29,1
lunch,6.64,3.57,6.44,1
lunchbox,6.64,4.19,6.12,1
luncheon,7.19,4.12,5.41,1
lunchtime,7.26,4.95,6.7,1
lung,4.84,2.64,4.74,1
lunge,4.27,4.73,6.1,1
lurch,3.9,4.09,4.38,1
lure,4.65,4.48,5.44,1
lurk,3.48,4.43,5.0,1
luscious,6.91,5.75,5.59,1
lush,6.48,4.24,5.79,1
lust,6.26,6.44,4.64,1
lustful,5.53,6.6,5.04,1
lusty,5.8,5.59,4.84,1
luxurious,7.58,4.73,6.62,1
luxury,7.25,4.71,5.86,1
lycra,4.5,3.39,4.46,1
lye,4.26,4.29,4.91,1
lymphoma,2.6,4.59,2.38,1
lynching,1.67,4.92,2.53,1
lyric,6.475,4.26,5.72,1
lyrical,6.84,3.81,5.76,1
macadamia,6.33,3.8,5.37,1
macarena,6.52,4.24,5.26,1
macaroni,7.75,5.09,6.27,1
